CyaniteTaggingExport_AubinHuet_050821;;;;;;;;;;;;
FILE NAME;DURATION;KEY;MOST SIGNIFICANT PART;ALL MOOD MEANS - Gives information about the average mood mix and the presence of all moods in the song.;MOODS (MOST DOMINANT);VALENCE;AROUSAL;ENERGY LEVEL;EMOTIONAL PROFILE;ENERGY DYNAMICS;EMOTIONAL DYNAMICS;KEYWORDS - these keywords can be customized as part of our „Keyword Cleaning”
Op. 15 - I. Allegro con fuoco ma non troppo.m4a.mp3;425;C major;240 - 270;Sad : 0.61, Dark : 0.52, Romantic : 0.48, Calm : 0.43, Chilled : 0.38, Spherical : 0.31, Epic : 0.29, Scary : 0.25, Energetic : 0.17, Happy : 0.14, Aggressive : 0.07, Uplifting : 0.04, Sexy : 0.02;dark, sad;-0.64;-0.25;medium;negative;medium;low;calm, classical, chilled, sad, moderate, romantic, sentimental, tender, emotional, touching, feeling, soft, spherical, sphere, emotion, smooth, chillout, contemplative, affecting, love
Peer Gynt Suite no. 1, Op. 46 - I. Morning Mood.m4a.mp3;230;E major;135 - 165;Sad : 0.69, Romantic : 0.58, Calm : 0.57, Chilled : 0.51, Spherical : 0.46, Epic : 0.44, Dark : 0.40, Energetic : 0.12, Scary : 0.12, Happy : 0.10, Uplifting : 0.05, Aggressive : 0.03, Sexy : 0.02;calm, chilled, romantic, sad;-0.65;-0.44;low;negative;medium;low;calm, classical, chilled, moderate, romantic, tender, sentimental, soft, emotional, smooth, sad, touching, chillout, feeling, spherical, sphere, emotion, love, romance, gentle
Peer Gynt Suite no. 1, Op. 46 - IV. In the Hall Of The Mountain King.m4a.mp3;155;Bb minor;75 - 105;Dark : 0.72, Scary : 0.53, Epic : 0.49, Energetic : 0.45, Sad : 0.45, Spherical : 0.35, Aggressive : 0.18, Uplifting : 0.13, Chilled : 0.11, Romantic : 0.10, Calm : 0.09, Happy : 0.04, Sexy : 0.02;dark, scary, sad;-0.69;0.35;high;negative;medium;low;dark, scary, sinister, classical, ominous, epic, menacing, gloomy, horror, threatening, scare, daunting, scaring, dangerous, evil, aggressive, action thriller, super hero, spooky, creepy
Piano Concerto No. 4 in G Major, Op. 58 - III. Rondo (Vivace).mp3;593;G major;495 - 525;Dark : 0.66, Sad : 0.55, Epic : 0.49, Scary : 0.42, Energetic : 0.34, Spherical : 0.33, Romantic : 0.24, Calm : 0.21, Chilled : 0.19, Aggressive : 0.12, Uplifting : 0.08, Happy : 0.06, Sexy : 0.02;dark, sad;-0.72;0.12;variable;negative;high;low;classical, dark, scary, sinister, epic, ominous, sad, gloomy, classical influence, horror, menacing, threatening, scare, evil, super hero, action thriller, daunting, scaring, dangerous, trailers and promos
Piano Quartet no. 1, Op. 23 - II. Andantino con variazioni.mp3.mp3;669;B minor;240 - 270;Romantic : 0.74, Chilled : 0.69, Calm : 0.65, Sad : 0.59, Spherical : 0.33, Happy : 0.29, Dark : 0.20, Epic : 0.19, Energetic : 0.09, Uplifting : 0.05, Scary : 0.04, Sexy : 0.04, Aggressive : 0.01;calm, chilled, romantic, sad;-0.31;-0.55;low;negative;medium;medium;calm, chilled, romantic, tender, moderate, chillout, love, soft, smooth, romance, relaxed, classical, sentimental, gentle, feeling, touching, emotional, emotion, soulful, easy
Piano Sonata No. 19 in G Minor, Op. 49 No. 1  - II. Rondo (Allegro).m4a.mp3;217;G major;135 - 165;Sad : 0.54, Dark : 0.51, Romantic : 0.42, Chilled : 0.32, Calm : 0.29, Epic : 0.26, Spherical : 0.25, Scary : 0.22, Energetic : 0.21, Happy : 0.20, Aggressive : 0.06, Uplifting : 0.06, Sexy : 0.02;dark, sad;-0.52;-0.08;medium;negative;low;low;classical, sad, calm, dark, romantic, emotional, chilled, sentimental, moderate, classical influence, tender, touching, feeling, love, affecting, emotion, spherical, sphere, soft, sinister
Piano Quartet no. 1, Op. 23 - I. Allegro moderato.mp3.mp3;Track with id 2008844 status: FAILED, error: ERR_TRACK_TOO_LONG;;;;;;;;;;;
Piano Concerto for the Left Hand - Cadenza.m4a.mp3;268;D major;195 - 225;Dark : 0.70, Sad : 0.69, Calm : 0.55, Spherical : 0.50, Chilled : 0.43, Romantic : 0.41, Scary : 0.40, Epic : 0.18, Aggressive : 0.08, Energetic : 0.08, Happy : 0.05, Sexy : 0.02, Uplifting : 0.02;calm, dark, sad;-0.81;-0.45;low;negative;medium;low;calm, spherical, sphere, chilled, moderate, dark, ambient, atmosphere, sentimental, smooth, chillout, touching, tender, soft, sad, contemplative, feeling, floating, emotion, pensive
Piano Sonata in A flat major, Hob. XVI_46 - I. Allegro moderato.mp3.mp3;345;Ab major;150 - 180;Romantic : 0.67, Chilled : 0.62, Sad : 0.61, Calm : 0.60, Dark : 0.29, Spherical : 0.29, Happy : 0.24, Epic : 0.17, Energetic : 0.10, Scary : 0.08, Uplifting : 0.04, Sexy : 0.03, Aggressive : 0.02;calm, chilled, romantic, sad;-0.42;-0.51;low;negative;medium;low;calm, chilled, romantic, moderate, tender, classical, love, soft, smooth, chillout, romance, sentimental, relaxed, emotional, gentle, feeling, touching, emotion, soulful, contemplative
Piano Sonata No.32 In C Minor, Op.111 - 1. Maestoso - Allegro Con Brio Ed Appassionato.mp3.mp3;563;C minor;270 - 300;Dark : 0.59, Sad : 0.46, Scary : 0.35, Energetic : 0.34, Epic : 0.31, Spherical : 0.27, Romantic : 0.25, Chilled : 0.22, Calm : 0.20, Aggressive : 0.14, Happy : 0.12, Uplifting : 0.10, Sexy : 0.03;dark, sad;-0.57;0.14;variable;negative;high;medium;classical, dark, scary, sinister, ominous, epic, classical influence, gloomy, sad, menacing, horror, threatening, scare, daunting, scaring, sphere, spherical, dangerous, spooky, atmosphere
Piano Sonata no. 1 in Fm, Op. 2 no. 1 - I. Allegro.m4a.mp3;242;Ab major;165 - 195;Sad : 0.58, Dark : 0.50, Romantic : 0.49, Chilled : 0.44, Calm : 0.43, Spherical : 0.30, Scary : 0.21, Happy : 0.19, Epic : 0.17, Energetic : 0.13, Aggressive : 0.05, Uplifting : 0.04, Sexy : 0.03;sad;-0.55;-0.30;medium;negative;low;medium;classical, calm, chilled, romantic, moderate, sad, tender, emotional, sentimental, soft, smooth, touching, love, feeling, chillout, emotion, romance, gentle, affecting, soulful
Piano Quartet no. 1, Op. 23 - III. Finale. Allegretto scherzando.mp3.mp3;484;D major;165 - 195;Romantic : 0.56, Chilled : 0.51, Sad : 0.44, Happy : 0.39, Calm : 0.37, Spherical : 0.24, Energetic : 0.22, Epic : 0.21, Dark : 0.19, Uplifting : 0.14, Scary : 0.06, Sexy : 0.06, Aggressive : 0.04;chilled, romantic;-0.07;-0.16;medium;balanced;medium;medium;classical, romantic, chilled, calm, tender, love, emotional, moderate, romance, soft, chillout, smooth, sentimental, feeling, touching, gentle, emotion, relaxed, soulful, easy
Piano Sonata in A major D. 664 - I. Allegro moderato.m4a.mp3;467;A major;15 - 45;Sad : 0.70, Romantic : 0.67, Calm : 0.66, Chilled : 0.57, Dark : 0.42, Spherical : 0.35, Epic : 0.22, Happy : 0.14, Scary : 0.14, Energetic : 0.08, Aggressive : 0.03, Sexy : 0.02, Uplifting : 0.02;calm, chilled, romantic, sad;-0.64;-0.57;low;negative;medium;low;calm, chilled, romantic, moderate, tender, smooth, soft, sentimental, chillout, love, touching, romance, feeling, classical, emotional, emotion, relaxed, gentle, contemplative, sad
Piano Sonata in A major D. 664 - 1. Allegro moderato.mp3.mp3;413;A major;15 - 45;Calm : 0.79, Romantic : 0.78, Chilled : 0.76, Sad : 0.68, Spherical : 0.35, Dark : 0.27, Happy : 0.21, Epic : 0.10, Scary : 0.05, Energetic : 0.04, Sexy : 0.04, Uplifting : 0.02, Aggressive : 0.01;calm, chilled, romantic, sad;-0.49;-0.74;low;negative;low;low;calm, chilled, romantic, moderate, tender, chillout, smooth, soft, relaxed, love, sentimental, romance, gentle, feeling, touching, emotion, emotional, soulful, easy, contemplative
Piano Concerto No. 4 in G Major, Op. 58 - I. Allegro moderato.mp3;Track with id 2008852 status: FAILED, error: ERR_TRACK_TOO_LONG;;;;;;;;;;;
Piano Sonata No.32 In C Minor, Op.111 - 2. Arietta (Adagio Molto Semplice E Cantabile).mp3.mp3;Track with id 2008853 status: FAILED, error: ERR_TRACK_TOO_LONG;;;;;;;;;;;
Piano Sonata in A major D. 664 - 3. Allegro.mp3.mp3;350;A major;30 - 60;Romantic : 0.73, Chilled : 0.72, Calm : 0.57, Happy : 0.47, Sad : 0.47, Spherical : 0.23, Dark : 0.13, Epic : 0.10, Energetic : 0.09, Uplifting : 0.07, Sexy : 0.06, Scary : 0.03, Aggressive : 0.01;calm, chilled, romantic;-0.01;-0.48;low;balanced;low;low;chilled, calm, romantic, tender, love, chillout, moderate, soft, smooth, relaxed, romance, classical, gentle, feeling, sentimental, touching, emotional, emotion, easy, soulful
Piano Sonata in A major D. 664 - II. Andante.m4a.mp3;291;D major;90 - 120;Calm : 0.88, Romantic : 0.82, Chilled : 0.81, Sad : 0.75, Spherical : 0.43, Dark : 0.27, Happy : 0.15, Epic : 0.11, Scary : 0.05, Sexy : 0.04, Energetic : 0.02, Uplifting : 0.02, Aggressive : 0.01;calm, chilled, romantic, sad;-0.57;-0.80;low;negative;low;low;calm, chilled, moderate, romantic, tender, chillout, smooth, soft, relaxed, sentimental, love, feeling, romance, gentle, touching, emotion, soulful, easy, contemplative, emotional
Piano Concerto No. 4 in G Major, Op. 58 - II. Andante con moto.mp3;301;E minor;150 - 180;Dark : 0.77, Sad : 0.65, Spherical : 0.51, Scary : 0.44, Calm : 0.42, Chilled : 0.33, Romantic : 0.29, Epic : 0.25, Energetic : 0.11, Aggressive : 0.10, Happy : 0.03, Sexy : 0.02, Uplifting : 0.02;dark, sad, spherical;-0.85;-0.29;medium;negative;medium;low;dark, classical, scary, sinister, spherical, sphere, sad, calm, gloomy, atmosphere, ominous, moderate, affecting, sentimental, chilled, arcane, contemplative, emotional, melancholic, sorrowful
Piano Sonata in B minor, Hob. XVI_32 - II. Menuetto.mp3.mp3;235;B major;45 - 75;Romantic : 0.68, Sad : 0.63, Calm : 0.60, Chilled : 0.59, Spherical : 0.30, Dark : 0.29, Epic : 0.22, Happy : 0.19, Energetic : 0.11, Scary : 0.07, Uplifting : 0.05, Sexy : 0.03, Aggressive : 0.02;calm, chilled, romantic, sad;-0.50;-0.48;low;negative;medium;low;calm, chilled, romantic, moderate, tender, soft, smooth, love, classical, chillout, sentimental, romance, feeling, emotional, touching, relaxed, gentle, emotion, soulful, contemplative
Piano Sonata in A flat major, Hob. XVI_46 - II. Adagio.mp3.mp3;381;Db major;120 - 150;Calm : 0.84, Chilled : 0.78, Romantic : 0.76, Sad : 0.74, Spherical : 0.45, Dark : 0.35, Happy : 0.12, Epic : 0.09, Scary : 0.09, Sexy : 0.04, Energetic : 0.03, Aggressive : 0.02, Uplifting : 0.01;calm, chilled, romantic, sad;-0.62;-0.76;low;negative;low;low;calm, chilled, moderate, tender, chillout, smooth, romantic, soft, relaxed, sentimental, feeling, touching, gentle, emotion, love, romance, contemplative, soulful, emotional, tranquil
Piano Sonata in B minor, Hob. XVI_32 - III. Finale, presto.mp3.mp3;158;B minor;60 - 90;Sad : 0.54, Romantic : 0.49, Dark : 0.42, Chilled : 0.38, Calm : 0.35, Epic : 0.27, Spherical : 0.25, Happy : 0.21, Scary : 0.20, Energetic : 0.19, Aggressive : 0.06, Uplifting : 0.06, Sexy : 0.02;sad;-0.48;-0.16;medium;negative;medium;low;classical, calm, romantic, sad, chilled, emotional, moderate, sentimental, tender, love, touching, feeling, romance, classical influence, soft, emotion, smooth, affecting, gentle, soulful
Piano Sonata in A major D. 664 - 2. Andante.mp3.mp3;359;D major;255 - 285;Calm : 0.89, Chilled : 0.84, Romantic : 0.84, Sad : 0.74, Spherical : 0.43, Dark : 0.25, Happy : 0.14, Epic : 0.08, Sexy : 0.05, Scary : 0.03, Energetic : 0.02, Uplifting : 0.02, Aggressive : 0.01;calm, chilled, romantic, sad;-0.56;-0.82;low;negative;low;low;calm, chilled, moderate, chillout, tender, romantic, smooth, soft, relaxed, sentimental, feeling, touching, love, gentle, emotion, romance, easy, soulful, tranquil, contemplative
Piano Sonata no. 1 in Fm, Op. 2 no. 1 - II. Adagio.m4a.mp3;298;F major;30 - 60;Calm : 0.83, Romantic : 0.82, Chilled : 0.77, Sad : 0.70, Spherical : 0.35, Dark : 0.24, Happy : 0.22, Epic : 0.12, Energetic : 0.04, Scary : 0.04, Sexy : 0.04, Uplifting : 0.02, Aggressive : 0.01;calm, chilled, romantic, sad;-0.48;-0.78;low;negative;low;low;calm, chilled, romantic, moderate, tender, chillout, smooth, soft, relaxed, love, romance, sentimental, gentle, feeling, touching, emotion, emotional, soulful, easy, contemplative
Piano Sonata no. 1 in Fm, Op. 2 no. 1 - III. Menuetto - Allegretto.m4a.mp3;203;F major;60 - 90;Romantic : 0.73, Chilled : 0.64, Calm : 0.62, Sad : 0.61, Happy : 0.27, Spherical : 0.27, Dark : 0.24, Epic : 0.17, Energetic : 0.09, Scary : 0.06, Uplifting : 0.04, Sexy : 0.03, Aggressive : 0.02;calm, chilled, romantic, sad;-0.38;-0.53;low;negative;low;low;calm, chilled, romantic, tender, moderate, love, soft, smooth, chillout, romance, relaxed, sentimental, gentle, feeling, touching, emotional, emotion, classical, soulful, easy
Piano Sonata no. 1 in Fm, Op. 2 no. 1 - IV. Prestissimo.m4a.mp3;328;C minor;240 - 270;Dark : 0.58, Sad : 0.55, Romantic : 0.38, Epic : 0.33, Scary : 0.33, Calm : 0.30, Chilled : 0.29, Spherical : 0.27, Energetic : 0.24, Happy : 0.13, Aggressive : 0.09, Uplifting : 0.05, Sexy : 0.02;dark, sad;-0.65;-0.06;medium;negative;medium;low;classical, dark, sad, scary, sinister, calm, epic, classical influence, gloomy, ominous, emotional, sentimental, romantic, spherical, sphere, moderate, affecting, atmosphere, touching, feeling
Piano Sonata in B minor, Hob. XVI_32 - I. Allegro moderato.mp3.mp3;456;B minor;240 - 270;Romantic : 0.69, Sad : 0.66, Calm : 0.65, Chilled : 0.61, Dark : 0.36, Spherical : 0.31, Happy : 0.19, Epic : 0.16, Scary : 0.09, Energetic : 0.08, Aggressive : 0.03, Sexy : 0.03, Uplifting : 0.03;calm, chilled, romantic, sad;-0.55;-0.57;low;negative;low;low;calm, chilled, romantic, moderate, tender, classical, soft, smooth, love, chillout, sentimental, romance, relaxed, gentle, emotional, feeling, touching, emotion, soulful, contemplative
Piano Sonata no. 10 Op. 14-2 - I. Allegro.mp3.mp3;428;G major;120 - 150;Romantic : 0.72, Chilled : 0.66, Calm : 0.64, Sad : 0.60, Spherical : 0.30, Happy : 0.28, Dark : 0.25, Epic : 0.17, Energetic : 0.10, Scary : 0.07, Uplifting : 0.05, Sexy : 0.04, Aggressive : 0.02;calm, chilled, romantic, sad;-0.36;-0.54;low;negative;medium;low;calm, chilled, romantic, tender, moderate, love, soft, chillout, smooth, classical, romance, relaxed, sentimental, gentle, feeling, touching, emotional, emotion, soulful, easy
Piano Sonata No. 19 in G Minor, Op. 49 No. 1 - I. Andante.m4a.mp3;319;G minor;165 - 195;Romantic : 0.80, Calm : 0.78, Chilled : 0.75, Sad : 0.66, Spherical : 0.34, Happy : 0.26, Dark : 0.24, Epic : 0.13, Energetic : 0.05, Scary : 0.05, Sexy : 0.04, Uplifting : 0.03, Aggressive : 0.01;calm, chilled, romantic, sad;-0.41;-0.72;low;negative;low;medium;calm, chilled, romantic, moderate, tender, chillout, smooth, soft, love, relaxed, romance, sentimental, gentle, feeling, touching, emotion, emotional, soulful, easy, laid back
Piano Sonata in A major D. 664 - III. Allegro.m4a.mp3;348;A major;120 - 150;Romantic : 0.64, Sad : 0.53, Chilled : 0.51, Calm : 0.45, Happy : 0.31, Dark : 0.25, Epic : 0.24, Spherical : 0.23, Energetic : 0.16, Scary : 0.07, Uplifting : 0.07, Aggressive : 0.03, Sexy : 0.03;chilled, romantic, sad;-0.28;-0.29;medium;balanced;medium;medium;classical, romantic, calm, chilled, love, tender, moderate, romance, emotional, soft, sentimental, smooth, chillout, feeling, touching, gentle, emotion, relaxed, soulful, easy
Piano Sonata no. 10 Op. 14-2 - II. Andante.mp3.mp3;309;C major;225 - 255;Romantic : 0.63, Sad : 0.59, Chilled : 0.58, Calm : 0.55, Dark : 0.35, Spherical : 0.28, Happy : 0.26, Epic : 0.15, Energetic : 0.11, Scary : 0.11, Uplifting : 0.05, Sexy : 0.04, Aggressive : 0.03;calm, chilled, romantic, sad;-0.41;-0.44;low;negative;medium;medium;calm, chilled, romantic, classical, moderate, tender, soft, smooth, love, chillout, sentimental, romance, emotional, feeling, touching, relaxed, gentle, emotion, soulful, contemplative
Piano Sonata no. 10 in C major, K. 330.mp3.mp3;354;G major;165 - 195;Romantic : 0.79, Chilled : 0.74, Calm : 0.66, Sad : 0.53, Happy : 0.45, Spherical : 0.26, Dark : 0.15, Epic : 0.13, Energetic : 0.08, Sexy : 0.05, Uplifting : 0.05, Scary : 0.03, Aggressive : 0.01;calm, chilled, romantic, sad;-0.10;-0.58;low;balanced;low;medium;chilled, calm, romantic, tender, chillout, moderate, love, smooth, soft, relaxed, romance, gentle, feeling, sentimental, touching, emotion, emotional, easy, soulful, laid back
Piano Sonata no. 10 Op. 14-2 - III. Scherzo, Allegro assai.mp3.mp3;234;G major;45 - 75;Romantic : 0.63, Chilled : 0.57, Sad : 0.49, Calm : 0.46, Happy : 0.35, Spherical : 0.23, Dark : 0.21, Epic : 0.17, Energetic : 0.14, Uplifting : 0.08, Scary : 0.05, Sexy : 0.05, Aggressive : 0.02;chilled, romantic;-0.18;-0.31;medium;balanced;medium;low;chilled, romantic, classical, calm, tender, love, moderate, romance, soft, chillout, smooth, emotional, sentimental, relaxed, gentle, feeling, touching, emotion, soulful, easy
Piano Sonata no. 23 in F minor 'Appassionata', Op. 57 - III. Allegro ma non troppo.mp3.mp3;359;F minor;225 - 255;Dark : 0.63, Sad : 0.54, Epic : 0.47, Scary : 0.38, Energetic : 0.31, Romantic : 0.29, Spherical : 0.28, Calm : 0.22, Chilled : 0.20, Aggressive : 0.10, Happy : 0.09, Uplifting : 0.07, Sexy : 0.01;dark, sad;-0.68;0.09;medium;negative;medium;low;classical, dark, scary, sinister, epic, ominous, sad, gloomy, classical influence, horror, menacing, super hero, action thriller, threatening, trailers and promos, evil, scare, daunting, scaring, dangerous
Piano Sonata no. 23 in F minor 'Appassionata', Op. 57 - II. Andante con moto.mp3.mp3;392;Db major;195 - 225;Sad : 0.67, Calm : 0.62, Chilled : 0.57, Romantic : 0.57, Dark : 0.50, Spherical : 0.39, Scary : 0.15, Epic : 0.14, Happy : 0.12, Energetic : 0.08, Sexy : 0.04, Aggressive : 0.03, Uplifting : 0.03;calm, chilled, dark, romantic, sad;-0.65;-0.53;low;negative;low;low;calm, chilled, moderate, romantic, tender, classical, smooth, soft, chillout, sentimental, touching, feeling, emotional, relaxed, emotion, love, gentle, sad, romance, contemplative
Piano Sonata no. 20 in A major, D. 959 - III. Scherzo. Allegro vivace.m4a.mp3;326;D major;60 - 90;Romantic : 0.76, Chilled : 0.71, Calm : 0.63, Sad : 0.54, Happy : 0.37, Spherical : 0.26, Dark : 0.14, Epic : 0.14, Energetic : 0.09, Uplifting : 0.06, Sexy : 0.05, Scary : 0.03, Aggressive : 0.01;calm, chilled, romantic, sad;-0.15;-0.53;low;balanced;medium;low;calm, chilled, romantic, tender, love, moderate, chillout, soft, smooth, romance, relaxed, gentle, classical, sentimental, feeling, touching, emotion, emotional, soulful, easy
Piano Sonata no. 20 in A major, D. 959 - II. Andantino.m4a.mp3;547;F# minor;60 - 90;Sad : 0.68, Dark : 0.64, Calm : 0.58, Chilled : 0.49, Romantic : 0.47, Spherical : 0.44, Scary : 0.29, Epic : 0.17, Energetic : 0.09, Happy : 0.07, Aggressive : 0.06, Sexy : 0.03, Uplifting : 0.02;calm, dark, sad;-0.77;-0.46;low;negative;medium;low;calm, chilled, moderate, classical, spherical, sphere, sad, sentimental, tender, smooth, soft, chillout, touching, feeling, contemplative, emotional, romantic, atmosphere, emotion, affecting
Piano Sonata no. 20 in A major, D. 959 - I. Allegro.m4a.mp3;691;A major;120 - 150;Romantic : 0.61, Sad : 0.60, Calm : 0.53, Chilled : 0.51, Dark : 0.36, Spherical : 0.28, Epic : 0.26, Happy : 0.20, Energetic : 0.15, Scary : 0.14, Uplifting : 0.05, Aggressive : 0.04, Sexy : 0.03;calm, chilled, romantic, sad;-0.50;-0.37;variable;negative;high;medium;calm, classical, romantic, chilled, moderate, tender, love, sentimental, soft, emotional, smooth, romance, chillout, touching, feeling, emotion, gentle, sad, relaxed, soulful
Piano Sonata no. 29 in Bb 'Hammerklavier', Op. 106 - II. Scherzo - Assai vivace.mp3.mp3;176;Bb major;60 - 90;Dark : 0.69, Sad : 0.52, Scary : 0.45, Spherical : 0.31, Epic : 0.28, Romantic : 0.25, Energetic : 0.24, Calm : 0.21, Chilled : 0.21, Aggressive : 0.13, Happy : 0.10, Uplifting : 0.05, Sexy : 0.02;dark, sad;-0.70;0.02;medium;negative;low;medium;dark, classical, scary, sinister, ominous, gloomy, sad, epic, horror, classical influence, menacing, scare, threatening, spooky, daunting, scaring, evil, creepy, dangerous, spherical
Piano Sonata no. 20 in A major, D. 959 - IV. Rondo. Allegretto.m4a.mp3;715;A major;210 - 240;Romantic : 0.67, Sad : 0.65, Calm : 0.62, Chilled : 0.57, Dark : 0.37, Spherical : 0.32, Epic : 0.23, Happy : 0.18, Scary : 0.13, Energetic : 0.11, Aggressive : 0.04, Uplifting : 0.03, Sexy : 0.02;calm, chilled, romantic, sad;-0.56;-0.50;low;negative;medium;low;calm, chilled, romantic, moderate, tender, classical, soft, smooth, love, sentimental, chillout, romance, emotional, touching, feeling, emotion, gentle, relaxed, soulful, contemplative
Piano Sonata no. 8 in C minor 'Pathetique', Op. 13 - III. Rondo - Allegro.m4a.mp3;280;C minor;30 - 60;Sad : 0.56, Romantic : 0.49, Dark : 0.44, Chilled : 0.40, Calm : 0.38, Epic : 0.27, Spherical : 0.26, Happy : 0.20, Scary : 0.19, Energetic : 0.18, Uplifting : 0.06, Aggressive : 0.05, Sexy : 0.03;sad;-0.51;-0.20;medium;negative;medium;low;classical, calm, romantic, sad, chilled, emotional, moderate, tender, sentimental, love, touching, feeling, soft, romance, emotion, smooth, classical influence, gentle, affecting, chillout
Piano Sonata no. 23 in F minor 'Appassionata', Op. 57 - I. Allegro assai.mp3.mp3;647;F minor;390 - 420;Dark : 0.66, Sad : 0.64, Calm : 0.43, Romantic : 0.39, Spherical : 0.39, Chilled : 0.35, Scary : 0.35, Epic : 0.29, Energetic : 0.15, Aggressive : 0.08, Happy : 0.07, Uplifting : 0.03, Sexy : 0.02;dark, sad;-0.78;-0.28;medium;negative;medium;low;classical, dark, calm, sad, sinister, scary, spherical, moderate, sphere, sentimental, chilled, atmosphere, gloomy, emotional, affecting, touching, tender, feeling, contemplative, romantic
Piano Sonata no. 26 in E flat 'Les adieux', Op. 81a - III. Das Wiedersehen (Vivacissimamente).mp3.mp3;392;Eb major;150 - 180;Romantic : 0.67, Chilled : 0.62, Calm : 0.49, Sad : 0.48, Happy : 0.41, Spherical : 0.24, Epic : 0.17, Dark : 0.16, Energetic : 0.13, Uplifting : 0.07, Scary : 0.04, Sexy : 0.04, Aggressive : 0.02;chilled, romantic;-0.10;-0.36;low;balanced;medium;medium;chilled, romantic, calm, classical, tender, love, moderate, chillout, soft, romance, smooth, relaxed, emotional, gentle, sentimental, feeling, touching, emotion, soulful, easy
Piano Sonata no. 26 in E flat 'Les adieux', Op. 81a - II. Abwesenheit (Andante Espressivo).mp3.mp3;214;F minor;45 - 75;Calm : 0.72, Sad : 0.69, Chilled : 0.66, Romantic : 0.65, Dark : 0.45, Spherical : 0.39, Happy : 0.13, Scary : 0.12, Epic : 0.11, Energetic : 0.05, Sexy : 0.04, Aggressive : 0.03, Uplifting : 0.02;calm, chilled, romantic, sad;-0.64;-0.66;low;negative;low;low;calm, chilled, moderate, romantic, tender, chillout, smooth, soft, sentimental, relaxed, feeling, touching, love, gentle, emotion, romance, emotional, contemplative, soulful, tranquil
Piano Sonata no. 29 in Bb 'Hammerklavier', Op. 106 - IV. Largo. Allegro risoluto.mp3.mp3;771;Bb major;300 - 330;Dark : 0.51, Sad : 0.50, Romantic : 0.36, Epic : 0.32, Chilled : 0.28, Energetic : 0.28, Scary : 0.28, Spherical : 0.26, Calm : 0.25, Happy : 0.19, Aggressive : 0.10, Uplifting : 0.09, Sexy : 0.03;dark, sad;-0.50;0.03;medium;negative;medium;medium;classical, dark, sad, classical influence, scary, sinister, epic, emotional, calm, gloomy, romantic, ominous, sentimental, affecting, spherical, sphere, moderate, atmosphere, touching, chilled
Preludes, Op. 28 - No. 10 'The night moth'.m4a.mp3;33;C# minor;0 - 30;Sad : 0.70, Calm : 0.63, Romantic : 0.56, Chilled : 0.50, Dark : 0.50, Spherical : 0.36, Epic : 0.20, Scary : 0.13, Happy : 0.08, Energetic : 0.06, Aggressive : 0.03, Sexy : 0.02, Uplifting : 0.02;calm, dark, romantic, sad;-0.78;-0.58;low;negative;low;low;calm, classical, chilled, moderate, romantic, sad, tender, sentimental, smooth, soft, emotional, chillout, love, touching, feeling, romance, gentle, emotion, contemplative, relaxed
Polonaise in A flat major, B. 5.m4a.mp3;295;Ab major;120 - 150;Calm : 0.78, Romantic : 0.73, Sad : 0.72, Chilled : 0.70, Dark : 0.39, Spherical : 0.39, Happy : 0.14, Epic : 0.12, Scary : 0.09, Energetic : 0.04, Sexy : 0.03, Aggressive : 0.02, Uplifting : 0.02;calm, chilled, romantic, sad;-0.63;-0.73;low;negative;low;low;calm, chilled, moderate, romantic, tender, smooth, chillout, soft, relaxed, sentimental, love, feeling, touching, romance, gentle, emotion, emotional, contemplative, soulful, tranquil
Polonaise in A flat major 'Heroique', Op. 53.mp3.mp3;471;Ab major;15 - 45;Sad : 0.49, Romantic : 0.43, Dark : 0.41, Chilled : 0.34, Calm : 0.30, Epic : 0.29, Energetic : 0.27, Spherical : 0.24, Happy : 0.22, Scary : 0.19, Aggressive : 0.10, Uplifting : 0.09, Sexy : 0.03;ambiguous;-0.43;-0.03;medium;negative;medium;medium;classical, calm, romantic, sad, emotional, chilled, classical influence, sentimental, moderate, tender, touching, feeling, love, emotion, affecting, soft, romance, soulful, sphere, spherical
Piano Sonata no. 26 in E flat 'Les adieux', Op. 81a - I. Das Lebewohl (Adagio - Allegro).mp3.mp3;366;Eb major;150 - 180;Sad : 0.44, Romantic : 0.43, Chilled : 0.39, Dark : 0.35, Happy : 0.29, Calm : 0.28, Energetic : 0.25, Epic : 0.25, Spherical : 0.24, Scary : 0.17, Uplifting : 0.10, Aggressive : 0.06, Sexy : 0.03;ambiguous;-0.28;-0.03;medium;variable;medium;high;classical, romantic, chilled, calm, emotional, classical influence, tender, moderate, sentimental, love, feeling, touching, sad, soft, emotion, romance, smooth, chillout, affecting, soulful
Piano Sonata no. 8 in C minor 'Pathetique', Op. 13 - II. Adagio cantabile.m4a.mp3;304;Ab major;15 - 45;Calm : 0.84, Sad : 0.76, Romantic : 0.75, Chilled : 0.73, Spherical : 0.44, Dark : 0.37, Epic : 0.13, Happy : 0.10, Scary : 0.07, Energetic : 0.03, Sexy : 0.03, Aggressive : 0.02, Uplifting : 0.01;calm, chilled, romantic, sad;-0.66;-0.74;low;negative;low;low;calm, chilled, moderate, romantic, tender, smooth, chillout, soft, relaxed, sentimental, love, feeling, gentle, touching, romance, emotion, emotional, contemplative, soulful, tranquil
